sentence,labels,topic
tuy dạy chậm giúp học sinh dễ hiểu tuy nhiên bài khó khiến sinh viên dễ chán .,0,0
"thầy vui tính , thương sinh viên , dạy dễ hiểu .",2,0
thầy bằng nhiệt tình tận tụy sinh viên hướng dẫn đồ án .,2,0
"dạy dễ hiểu , thân thiện .",2,0
phần ôn tập liên tới bài kiểm tra .,0,0
tổ chức thực hành hình thức hai .,0,1
thân thiện tận tình đối học viên .,2,3
"thầy giảng bài nhiệt tình , gần gũi sinh viên , nội dung hiểu thể hỏi thầy lớp .",2,0
giảng viên nắm vững xem sinh viên hiểu bài hay đưa phương án sinh viên nắm vững kiến thức .,0,0
thầy thiện nhiệt tình .,2,0
truyền đạt thực tiễn vấn đề .,2,0
giáo viên nhiệt tình tâm huyết đối sinh viên .,2,0
"âm thanh thầy giảng hơi nhỏ , khó khăn nghe giảng .",0,0
thay đổi hình thức khảo sát môn học này môn học này lớp đến hạn báo cáo giảng viên .,0,1
"sinh viên hỏi , nhận câu trả lời cũng hỏi .",0,0
"thầy dạy khá nhiệt tình , vui tính .",2,0
"em nghĩ bắt buộc bài tập dạng căn bản , còn bài tập tương tự khuyến khích sinh viên làm thêm .",0,1
thầy dạy hay ạ !,2,0
"thống nhất về hình thức thi làm bài tập , đến tuần cuối mới công bố .",0,1
nhằm giảm thời lượng giảng dạy cũng thú vị học môn toán .,0,3
"giảng viên dạy nhiệt tình , dễ hiểu .",2,0
em mong cô cũng toàn thể giảng viên hãy xem xét điểm danh đại học dù sao cũng tự học chứ phổ thông .,0,0
"cô cực kỳ nhiệt huyết , cô dễ thương colonlove cô yêu học trò mình , cô cực kỳ khách quan , phong cách làm cô giống người nước ngoài , em thích cô .",2,0
"giảng viên nhiệt tình , tận tâm công , slide dễ hiểu , hoạt động học tập sôi nổi .",2,0
"chú ý giữ sức khỏe , nhất cổ họng colonsmile .",0,3
"thầy tận tâm , nhiệt tình .",2,0
máy ở phòng thực hành quá tệ .,0,2
thầy dễ thương .,2,0
"giảng viên nhiệt tình , thân thiện .",2,0
"thầy truyền đạt tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , sức sinh viên .",2,0
giảng viên đến đúng giờ hơn cho bài tập hơn .,0,0
"em thấy nội dung mơ hồ , tính áp đặt suy nghĩ cho người học .",0,1
"nâng cấp máy tính phòng thực hành , kit dễ lỗi sửa chữa hoặc thay mới .",0,2
em thấy môn này lý thuyết đáp ứng đủ làm đồ án .,0,1
tạo kiện cho sinh viên làm nhóm .,2,0
phương pháp dạy chưa hay .,0,0
hay về trễ colonsad .,0,0
dạy chi tiết hơn .,0,0
cô giảng nhiệt tình .,2,0
dạy chi tiết đầy đủ kiến thức quan trọng .,2,0
"đề thi thực hành nêu yêu cầu cụ thể , rõ ràng hơn .",0,1
giọng giảng viên khó nghe thể nghe giảng hết thầy nói .,0,0
"giảng dạy hay , nhiệt tình .",2,0
"giảng viên biết cách truyền đạt , giảng hay dễ hiểu .",2,0
"dạy hơi , hơi nhanh .",0,0
tạo khí thoải mái cho tiết học sinh viên dễ hiểu bài thêm yêu thích môn học giảng viên .,0,0
giảng dạy tận tâm .,2,0
"năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học struct tạo file header đề năm điểm phần .",0,0
"gần gũi , thân thiện sinh viên , khả năng truyền đạt kiến thức tốt .",2,0
quá dễ dẫn đến buồn ngủ .,0,0
giảng viên tính hài hước .,1,0
"vui tính , nhiệt tình .",2,0
"thầy vui tính , giảng bài hay , đưa thông tin thực tế bài giảng .",2,0
thẩy wzjwz311 vui nhiệt tình .,2,0
giáo viên giảng dạy lôi cuốn .,2,0
"nhiệt tình , dễ gần , truyền đạt tận tâm .",2,0
phương pháp truyền đạt giảng viên chưa hiệu quả lắm .,0,0
giáo viên chưa tạo khí vui vẻ lớp học .,0,0
thầy giúp em biết mạch số .,2,0
thầy lạc đề .,0,0
thầy dạy hơi chậm .,0,0
"lần học thầy , thấm thứ quá .",2,0
phần slide bài giảng giảng viên chính xác .,0,0
"môn học phân chia hợp lý giữa phần , phần nào khó thời gian học nó , phần nào học điểm đặc biệt cũng thời gian học phần rút ngắn phần chưa học khác thời gian hơn .",0,1
"thực hành đúng tiêu chí môn học , đi dễ đến khó cho sinh viên học tập bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc hỗ trợ sinh viên giờ thực hành .",0,1
"dạy dễ hiểu , sâu rộng .",2,0
"thầy dạy nhiệt tình , vui vẻ .",2,0
"thầy cực kỳ tâm lý , vui tính , dạy nhiệt tình tận tụy học trò .",2,0
thầy luôn chủ động tạo tranh luận kiểm tra bài tập đầu giờ sinh viên dễ dàng nắm bắt kiến thức .,2,0
"nội dung tiết học còn lan man , cảm tưởng thầy dạy về tiếng anh chuyên ngành , chứ đào sâu về kỹ thuật .",0,0
tự tin hơn giảng dạy .,0,0
giảng viên cập nhật thông tin mới nhất về tình hình thực tế .,2,0
giáo viên nhiệt tình đối sinh viên .,2,0
cảm thấy hứng thú lớp .,2,1
"một kiến thức cách truyền đạt thầy dễ hiểu hơn , phù hợp đại đa số sinh viên tất nhiên hữu dụng cho môn khác chứ hề lan man , thiếu trọng tâm giảng viên toán khác .",2,1
giảng viên chưa bám sát sinh viên .,0,0
thầy nói lý thuyết gây nhàm chán .,0,0
"phần kiểm tra , thi cử đối môn này đề cao tính tư duy logic người học cũng khả năng áp dụng kiến thức học thực tế thực nghiệm bằng cách chủ yếu đánh giá cao phần thực hành , viết code , làm project .",2,1
"dở môn còn mới vấn đề trục trặc quá trình thực hành thầy chưa giải quyết , ủng hộ thầy .",2,1
luôn đảm bảo giờ giấc tiết học .,2,0
"phòng lab chán lắm , hư hỏng hết .",0,2
"nội dung môn học còn khô , cứng !",0,1
cô nói hơi nhỏ hơi buồn ngủ .,0,0
dạy khó hiểu .,0,0
"thầy cho bài tập lạ , đa dạng .",2,0
"học xong môn nhập môn điện tử , em thiết nghĩ môn học này thêm phần học về thực tế , sinh viên chúng em thêm động lực học phần lý thuyết đôi "" khô khan "" "" xa lạ "" đồng thời tạo đam mê bộ môn điện tử nói chung ngày đầu học "" nhập môn "" .",0,1
"giáo viên vui tính , tích cực .",2,0
thầy dạy nghiêm túc .,2,0
"cơ sở dữ liệu năm nay kết hợp thiết kế cơ sở dữ liệu , kiến thức thi phần trắc nghiệm đánh giá kiến thức học chưa đảm bảo cho lắm ạ .",0,1
nội dung liên hệ thực tế .,2,1
"nhiệt tình , luôn luôn giúp học sinh hiểu vấn đề cặn kẽ .",2,0
"đề đáp án , sinh viên tập dần thói quen đọc code .",0,0
em nghĩ thêm bài tập lớp giải lớp .,0,0
môn học thuyết trình tìm hiểu về egov làm đồ án .,0,1
giảng viên phương pháp giảng hay .,2,0
thực hành hình thức hai khó thể tham gia học thường xuyên lắm ạ !,0,1
"cô giảng hay , nhiệt tình giảng dạy , vui tính .",2,0
"giáo viên luôn chia sẻ ứng dụng kiến thức học thực tiễn , chia sẻ khá kinh nghiệm thực tế vô bổ ích sinh viên .",2,0
"thầy dạy nhiệt tình , chu đáo .",2,0
thầy dạy nhiệt tình sinh viên .,2,0
"em thấy hài lòng về môn học này , em ý kiến khác .",2,1
bàn ghế còn bụi .,0,2
"cô vui tính , dạy tốt .",2,0
"nhiệt tình , giỏi hay giúp đỡ sinh viên cho bài tập .",2,0
kể hay .,2,3
tôi thấy giảng viên nhìn chưa đầy ba mươi giây cho điểm chín lập tức .,0,0
phòng thực hành nâng cấp máy tính .,0,2
thầy ít nhắc về phần dạy hôm .,0,0
"thầy tham gia thực hành sinh viên , ngồi một chỗ , tụi em tự mày mò làm xong thầy mới xuống chấm điểm .",0,0
mong muốn giảng viên nào cũng áp dụng quá tốt .,0,0
"giảng viên chuẩn giáo án đến lớp , giảng viên diễn đạt tốt học cách diễn đạt cho sinh viên dễ hiểu .",0,0
học môn lập trình trực quan .,0,1
"cách truyền đạt kiến thức kém hiệu quả , cô dạy giống dạy , đọc chữ slide cho sinh viên làm bài tập .",0,0
"làm tốn thời gian truyền đạt , dẫn đến hứng thú lớp nghe giảng hạn chế .",0,0
thầy luôn tạo cơ hội sinh viên thể thực hành .,2,0
thêm phần anh văn chuyên ngành nội dung học .,0,1
"cảm ơn cô chúc cô nghỉ đẻ vui vẻ , mẹ tròn con vuông !",2,0
"thầy dạy tốt , giảng dễ hiểu .",2,0
mở rộng kiến thức nâng cao cho sinh viên .,1,0
chưa thời gian cho sinh viên ngẫm nghĩ mình mới học nội dung khác kịp chương trình .,0,0
dạy dễ hiểu .,2,0
"thầy vui vẻ , thoải mái .",2,0
"thầy tận tâm , dạy dễ hiểu , vui tính , lớp học thoải mái dễ tiếp thu .",2,0
em thích học môn này cô wzjwz157 .,2,0
cô tận tình hướng dẫn bảo .,2,0
"cập nhật điểm thi giữa kỳ chậm , sinh viên biết mức độ phấn đấu thế nào !",0,1
"giảng dạy tận tâm , nhiệt tình , dễ hiểu .",2,0
đôi giờ học kể vài về đời đỡ chán =) .,1,0
thầy vui tính .,0,0
giảng phần nâng cao làm sinh viên bối rối .,0,0
thầy dạy vui vẻ .,2,0
"cô dạy dễ hiểu , hỗ trợ tốt cho bạn .",2,0
thời gian nộp bài lớp hơi ngắn .,0,1
"sách học hay , chi tiết , hiệu quả colonsmilesmile .",0,1
phương pháp giảng dạy còn khó hiểu .,0,0
tận tình chu đáo .,2,0
nội dung lý thuyết thực hành môn học bất kỳ liên hệ nhau nội dung lý thuyết phù hợp môn học tạo quan tâm mong muốn sinh viên về kiến thức quản trị mạng mong đợi .,0,1
khả năng truyền đạt tốt hơn !,0,0
"giảng viên dạy hiệu quả cao , mang tính thực tiễn .",2,0
"giáo viên truyền đạt kiến thức đầy đủ , dễ hiểu , nhiệt tình giảng dạy .",2,0
em xin lỗi thật !,0,3
"cô tận tâm , hỗ trợ nhiệt tình .",2,0
giáo trình .,0,1
"phương pháp tư duy cho sinh viên , sinh viên tự giải quyết vấn đề .",2,0
"giảng dạy dễ hiểu , linh động bài tập .",2,0
"giảng viên giảng dạy tận tình , vui vẻ giúp học viên nhận thức kiến thức .",2,0
cải thiện chất lượng phòng máy thực hành .,0,2
"chọn , cô luôn lựa chọn hàng đầu cho môn kinh tế .",2,0
thêm bài tập rèn luyện kỹ năng giao tiếp .,0,1
nhiệt tình giảng dạy .,2,0
thoải mái về thời gian .,2,0
"em còn chưa thấy mặt thầy , hoặc quên colondoublesurprise .",0,0
"nội dung môn học thầy triển khai đúng khung , mới thầy dạy servlet khó hiểu , sinh viên góp ý thầy chủ nhiệm thay đổi .",0,0
"mọi sinh viên tự học , tự tìm hiểu thông trang mạng , thông email trực tiếp giảng viên .",1,1
"slide bài giảng còn lẫn lộn anh việt , phần tiếng việt giảng viên dùng google dịch đọc hiểu .",0,1
"cách truyền đạt tốt , tận tâm .",2,0
cô nhiệt tình thân thiện sinh viên .,2,0
"giảng viên tận tâm dạy học , tạo cảm hứng học tập cho sinh viên .",2,0
cho thời gian sinh viên đủ thời gian hoàn thành đồ án môn học .,0,1
"thầy vui tính , truyền tải thông tin tuyệt vời .",2,0
"đôi hỏi một số câu hỏi mơ hồ khiến sinh viên biết hỏi về khía cạnh nào , cũ hay mới ( chương hay chương hiện ) .",0,0
hy vọng thầy cải tiến làm cho hoạt động sôi nổi hơn .,0,0
"quá nhàm chán , nâng cao kiến thức .",0,1
thầy dạy khá nhiệt tình vui tính .,2,0
thầy khá nhiệt huyết gần gũi sinh viên .,2,0
bài tập khắt khe .,1,1
thời khóa biểu hiện nay học thực hành sinh viên thực hành chưa hiểu vấn đề khó khăn làm bài .,0,1
cô tăng tốc độ giải bài hơn .,0,0
tài liệu tiếng anh gây khó khăn cho ôn thi .,0,1
"giảng dạy tận tình , vui vẻ .",2,0
"giảng viên dạy tâm huyết , kỹ sinh viên , nhiệt tình giúp đỡ .",2,0
khả năng truyền đạt kiến thức cao .,0,0
nâng cao chất lượng trang thiết .,0,2
"giảng viên vui tính , thân thiện .",2,0
"đầu tư thiết cho sinh viên mượn , điện thoại android , windows phone .",0,2
thầy dạy tốt tâm huyết .,2,0
phân chia nhóm hợp lý dẫn tới chất lượng học tập tốt .,0,1
"thầy nhiệt tình , vui vẻ .",2,0
"tận tâm nhiệt tình , giảng giải cho sinh viên chưa hiểu tỉ mỉ .",2,0
"phần máy tính hỗ trợ cho học , làm sinh viên phân tán .",0,1
"nhiệt tình , tâm huyết .",2,0
"tiền họ , họ muốn dùng tùy họ , người khác nghèo lỗi họ , chưa kể tiền thuế họ đóng góp cho nước cũng đủ gọi xây dựng .",0,3
"dạng bài tập rõ ràng , tài liệu cung cấp đầy đủ .",2,1
"giảng viên dạy tận tình , cung cấp đầy đủ kiến thức cho sinh viên .",2,0
tăng thời gian học .,0,1
tổ chức thêm buổi hội thảo liên quan đến nội dung môn học .,0,3
dạy đúng trọng tâm .,2,0
đề nghị thầy share slide giảng dạy lớp .,0,0
trang trang thiết cho phòng thực hành phòng lab sinh viên thể thực hành học trực tiếp thiết thật .,0,2
thầy giảng dạy nhiệt tình vui tính .,2,0
"cải tiến hệ thống chấm điểm online , update bài tập cho tất học sinh làm bảng xếp hạng , bên codefun miền bắc .",0,1
bài giảng thực tế .,2,1
kiến thức thầy dạy hay bổ ích .,2,0
hạn chế dạy bằng slide .,0,0
nói sâu về vấn đề khó .,0,0
"thầy lớp đúng giờ giấc , thường xuyên đi trễ .",0,0
chất lượng phòng máy kém .,0,2
phong cách giảng dạy hay .,2,0
giáo viên giảng dạy sử dụng ví dụ thực tiễn .,2,0
tuân thủ đúng đủ giờ .,0,1
"thầy nhiệt tình năng động , học thầy thêm kiến thức mới gói gọn nội dung môn học .",2,0
"thầy giảng bài kỹ , dễ hiểu !",2,0
"nhiệt tình giảng dạy , giải đáp thắc mắc chi tiết , cung cấp đầy đủ kiến thức thiết kiểm tra .",2,0
"thầy giảng nhanh cách truyền đạt hơi khó hiểu , đưa khá ít ví dụ sinh viên thể hiểu bài rõ hơn .",0,0
"giảng dạy giảng viên còn khó hiểu , rối rắm .",0,0
điện thoại liên lạc .,0,3
chưa học thầy chưa ý kiến về thầy .,1,0
nội dung thực hành thay đổi doubledot tuần thực hành phần lý thuyết lớp giảng viên hướng dẫn làm đồ án cuối kỳ .,0,1
giảng viên tăng cường giải đề năm .,2,0
thiếu thiết thật thực hành .,0,2
nhiệt tình giúp đỡ sinh viên .,2,0
giảng bài dễ hiểu .,2,0
thực em chưa hiểu ngoài làm bài tập wireshark dùng làm khác .,0,1
"em nghĩ cơ sở vật chất còn yếu kém , ngồi xa thể nhìn rõ slide bài giảng cô giáo , phòng học nóng .",0,2
thầy giải bài tập cho sinh viên giúp sinh viên củng cố kiến thức học lý thuyết .,2,0
"cô vui vẻ , nhiệt tình , tâm huyết .",2,0
"thiết đi động thật sinh viên thực hành thiết , chương trình mô phỏng máy tính đầy đủ .",0,2
"thầy dạy dễ hiểu , code mẫu đầy đủ .",2,0
